#    L    TT             EE             BB             TE             PP             TP             EP          
  1436   0.843474E+03   0.113239E+02   0.000000E+00  -0.391554E+02   0.364210E-08   0.218190E-05  -0.100985E-06
  1437   0.842951E+03   0.112208E+02   0.000000E+00  -0.384002E+02   0.363781E-08   0.217686E-05  -0.981979E-07
  1438   0.842369E+03   0.111211E+02   0.000000E+00  -0.376415E+02   0.363353E-08   0.217186E-05  -0.954119E-07
  1439   0.841735E+03   0.110249E+02   0.000000E+00  -0.368796E+02   0.362926E-08   0.216690E-05  -0.926279E-07
  1440   0.841049E+03   0.109322E+02   0.000000E+00  -0.361147E+02   0.362500E-08   0.216199E-05  -0.898461E-07
  1441   0.840303E+03   0.108429E+02   0.000000E+00  -0.353473E+02   0.362075E-08   0.215714E-05  -0.870670E-07
  1442   0.839498E+03   0.107571E+02   0.000000E+00  -0.345775E+02   0.361650E-08   0.215234E-05  -0.842908E-07
  1443   0.838633E+03   0.106748E+02   0.000000E+00  -0.338057E+02   0.361226E-08   0.214761E-05  -0.815180E-07
  1444   0.837717E+03   0.105961E+02   0.000000E+00  -0.330322E+02   0.360803E-08   0.214296E-05  -0.787488E-07
  1445   0.836741E+03   0.105210E+02   0.000000E+00  -0.322571E+02   0.360380E-08   0.213838E-05  -0.759837E-07
  1446   0.835706E+03   0.104494E+02   0.000000E+00  -0.314807E+02   0.359958E-08   0.213388E-05  -0.732229E-07
  1447   0.834618E+03   0.103814E+02   0.000000E+00  -0.307036E+02   0.359537E-08   0.212948E-05  -0.704668E-07
  1448   0.833472E+03   0.103169E+02   0.000000E+00  -0.299257E+02   0.359117E-08   0.212517E-05  -0.677158E-07
  1449   0.832265E+03   0.102561E+02   0.000000E+00  -0.291476E+02   0.358697E-08   0.212096E-05  -0.649702E-07
  1450   0.831007E+03   0.101989E+02   0.000000E+00  -0.283695E+02   0.358278E-08   0.211686E-05  -0.622303E-07
  1451   0.829697E+03   0.101453E+02   0.000000E+00  -0.275917E+02   0.357860E-08   0.211287E-05  -0.594966E-07
  1452   0.828327E+03   0.100952E+02   0.000000E+00  -0.268145E+02   0.357443E-08   0.210898E-05  -0.567691E-07
  1453   0.826898E+03   0.100489E+02   0.000000E+00  -0.260382E+02   0.357026E-08   0.210520E-05  -0.540482E-07
  1454   0.825418E+03   0.100061E+02   0.000000E+00  -0.252631E+02   0.356610E-08   0.210151E-05  -0.513341E-07
  1455   0.823885E+03   0.996691E+01   0.000000E+00  -0.244894E+02   0.356195E-08   0.209790E-05  -0.486270E-07
  1456   0.822300E+03   0.993136E+01   0.000000E+00  -0.237173E+02   0.355780E-08   0.209437E-05  -0.459271E-07
  1457   0.820663E+03   0.989945E+01   0.000000E+00  -0.229473E+02   0.355367E-08   0.209091E-05  -0.432347E-07
  1458   0.818966E+03   0.987103E+01   0.000000E+00  -0.221796E+02   0.354954E-08   0.208752E-05  -0.405499E-07
  1459   0.817218E+03   0.984625E+01   0.000000E+00  -0.214143E+02   0.354541E-08   0.208418E-05  -0.378730E-07
  1460   0.815418E+03   0.982511E+01   0.000000E+00  -0.206518E+02   0.354130E-08   0.208089E-05  -0.352043E-07
  1461   0.813565E+03   0.980746E+01   0.000000E+00  -0.198923E+02   0.353719E-08   0.207765E-05  -0.325439E-07
  1462   0.811661E+03   0.979338E+01   0.000000E+00  -0.191362E+02   0.353308E-08   0.207444E-05  -0.298921E-07
  1463   0.809705E+03   0.978286E+01   0.000000E+00  -0.183836E+02   0.352899E-08   0.207126E-05  -0.272491E-07
  1464   0.807697E+03   0.977584E+01   0.000000E+00  -0.176349E+02   0.352490E-08   0.206811E-05  -0.246152E-07
  1465   0.805636E+03   0.977238E+01   0.000000E+00  -0.168902E+02   0.352082E-08   0.206497E-05  -0.219905E-07
  1466   0.803532E+03   0.977241E+01   0.000000E+00  -0.161499E+02   0.351675E-08   0.206183E-05  -0.193752E-07
  1467   0.801375E+03   0.977585E+01   0.000000E+00  -0.154142E+02   0.351268E-08   0.205870E-05  -0.167697E-07
  1468   0.799174E+03   0.978287E+01   0.000000E+00  -0.146834E+02   0.350862E-08   0.205556E-05  -0.141741E-07
  1469   0.796920E+03   0.979322E+01   0.000000E+00  -0.139577E+02   0.350456E-08   0.205241E-05  -0.115886E-07
  1470   0.794615E+03   0.980706E+01   0.000000E+00  -0.132374E+02   0.350052E-08   0.204924E-05  -0.901355E-08
  1471   0.792273E+03   0.982425E+01   0.000000E+00  -0.125227E+02   0.349648E-08   0.204604E-05  -0.644908E-08
  1472   0.789879E+03   0.984485E+01   0.000000E+00  -0.118138E+02   0.349245E-08   0.204281E-05  -0.389543E-08
  1473   0.787432E+03   0.986872E+01   0.000000E+00  -0.111109E+02   0.348842E-08   0.203954E-05  -0.135284E-08
  1474   0.784949E+03   0.989600E+01   0.000000E+00  -0.104145E+02   0.348440E-08   0.203622E-05   0.117847E-08
  1475   0.782413E+03   0.992648E+01   0.000000E+00  -0.972462E+01   0.348039E-08   0.203284E-05   0.369828E-08
  1476   0.779841E+03   0.996030E+01   0.000000E+00  -0.904146E+01   0.347639E-08   0.202941E-05   0.620637E-08
  1477   0.777224E+03   0.999731E+01   0.000000E+00  -0.836537E+01   0.347239E-08   0.202590E-05   0.870249E-08
  1478   0.774562E+03   0.100374E+02   0.000000E+00  -0.769650E+01   0.346840E-08   0.202232E-05   0.111864E-07
  1479   0.771864E+03   0.100808E+02   0.000000E+00  -0.703505E+01   0.346441E-08   0.201865E-05   0.136580E-07
  1480   0.769121E+03   0.101273E+02   0.000000E+00  -0.638129E+01   0.346044E-08   0.201489E-05   0.161169E-07
  1481   0.766340E+03   0.101769E+02   0.000000E+00  -0.573541E+01   0.345647E-08   0.201104E-05   0.185630E-07
  1482   0.763515E+03   0.102295E+02   0.000000E+00  -0.509763E+01   0.345250E-08   0.200709E-05   0.209960E-07
  1483   0.760653E+03   0.102852E+02   0.000000E+00  -0.446811E+01   0.344855E-08   0.200302E-05   0.234156E-07
  1484   0.757762E+03   0.103438E+02   0.000000E+00  -0.384708E+01   0.344460E-08   0.199883E-05   0.258218E-07
  1485   0.754825E+03   0.104054E+02   0.000000E+00  -0.323471E+01   0.344065E-08   0.199452E-05   0.282142E-07
  1486   0.751860E+03   0.104698E+02   0.000000E+00  -0.263120E+01   0.343672E-08   0.199008E-05   0.305926E-07
  1487   0.748849E+03   0.105371E+02   0.000000E+00  -0.203675E+01   0.343278E-08   0.198550E-05   0.329568E-07
  1488   0.745809E+03   0.106072E+02   0.000000E+00  -0.145154E+01   0.342886E-08   0.198077E-05   0.353066E-07
  1489   0.742739E+03   0.106801E+02   0.000000E+00  -0.875744E+00   0.342494E-08   0.197589E-05   0.376418E-07
  1490   0.739629E+03   0.107557E+02   0.000000E+00  -0.309540E+00   0.342103E-08   0.197085E-05   0.399620E-07
  1491   0.736489E+03   0.108339E+02   0.000000E+00   0.246911E+00   0.341713E-08   0.196564E-05   0.422672E-07
  1492   0.733317E+03   0.109148E+02   0.000000E+00   0.793438E+00   0.341323E-08   0.196025E-05   0.445570E-07
  1493   0.730115E+03   0.109983E+02   0.000000E+00   0.132987E+01   0.340934E-08   0.195469E-05   0.468313E-07
  1494   0.726883E+03   0.110842E+02   0.000000E+00   0.185603E+01   0.340546E-08   0.194894E-05   0.490898E-07
  1495   0.723622E+03   0.111727E+02   0.000000E+00   0.237178E+01   0.340158E-08   0.194299E-05   0.513323E-07
  1496   0.720333E+03   0.112636E+02   0.000000E+00   0.287695E+01   0.339771E-08   0.193684E-05   0.535585E-07
  1497   0.717017E+03   0.113568E+02   0.000000E+00   0.337144E+01   0.339385E-08   0.193049E-05   0.557683E-07
  1498   0.713674E+03   0.114524E+02   0.000000E+00   0.385510E+01   0.338999E-08   0.192391E-05   0.579614E-07
  1499   0.710306E+03   0.115502E+02   0.000000E+00   0.432782E+01   0.338614E-08   0.191711E-05   0.601377E-07
  1500   0.706913E+03   0.116502E+02   0.000000E+00   0.478945E+01   0.338229E-08   0.191009E-05   0.622967E-07
  1501   0.703497E+03   0.117524E+02   0.000000E+00   0.523986E+01   0.337846E-08   0.190282E-05   0.644385E-07
  1502   0.700060E+03   0.118566E+02   0.000000E+00   0.567894E+01   0.337462E-08   0.189533E-05   0.665629E-07
  1503   0.696600E+03   0.119630E+02   0.000000E+00   0.610657E+01   0.337080E-08   0.188761E-05   0.686697E-07
  1504   0.693119E+03   0.120712E+02   0.000000E+00   0.652266E+01   0.336698E-08   0.187966E-05   0.707591E-07
  1505   0.689619E+03   0.121815E+02   0.000000E+00   0.692711E+01   0.336317E-08   0.187150E-05   0.728308E-07
  1506   0.686100E+03   0.122935E+02   0.000000E+00   0.731980E+01   0.335936E-08   0.186312E-05   0.748849E-07
  1507   0.682562E+03   0.124074E+02   0.000000E+00   0.770064E+01   0.335556E-08   0.185454E-05   0.769213E-07
  1508   0.679008E+03   0.125231E+02   0.000000E+00   0.806951E+01   0.335177E-08   0.184575E-05   0.789399E-07
  1509   0.675436E+03   0.126404E+02   0.000000E+00   0.842641E+01   0.334798E-08   0.183677E-05   0.809406E-07
  1510   0.671850E+03   0.127594E+02   0.000000E+00   0.877113E+01   0.334420E-08   0.182759E-05   0.829235E-07
  1511   0.668249E+03   0.128799E+02   0.000000E+00   0.910373E+01   0.334043E-08   0.181822E-05   0.848883E-07
  1512   0.664635E+03   0.130019E+02   0.000000E+00   0.942414E+01   0.333666E-08   0.180867E-05   0.868352E-07
  1513   0.661009E+03   0.131254E+02   0.000000E+00   0.973236E+01   0.333290E-08   0.179894E-05   0.887640E-07
  1514   0.657373E+03   0.132502E+02   0.000000E+00   0.100283E+02   0.332914E-08   0.178904E-05   0.906746E-07
  1515   0.653728E+03   0.133764E+02   0.000000E+00   0.103119E+02   0.332539E-08   0.177897E-05   0.925671E-07
  1516   0.650074E+03   0.135039E+02   0.000000E+00   0.105831E+02   0.332165E-08   0.176873E-05   0.944413E-07
  1517   0.646413E+03   0.136325E+02   0.000000E+00   0.108419E+02   0.331791E-08   0.175834E-05   0.962971E-07
  1518   0.642746E+03   0.137623E+02   0.000000E+00   0.110883E+02   0.331418E-08   0.174779E-05   0.981346E-07
  1519   0.639073E+03   0.138931E+02   0.000000E+00   0.113223E+02   0.331046E-08   0.173709E-05   0.999536E-07
  1520   0.635395E+03   0.140250E+02   0.000000E+00   0.115437E+02   0.330674E-08   0.172624E-05   0.101754E-06
  1521   0.631714E+03   0.141578E+02   0.000000E+00   0.117527E+02   0.330303E-08   0.171526E-05   0.103536E-06
  1522   0.628030E+03   0.142915E+02   0.000000E+00   0.119492E+02   0.329932E-08   0.170414E-05   0.105299E-06
  1523   0.624344E+03   0.144260E+02   0.000000E+00   0.121330E+02   0.329562E-08   0.169289E-05   0.107044E-06
  1524   0.620657E+03   0.145613E+02   0.000000E+00   0.123043E+02   0.329193E-08   0.168151E-05   0.108770E-06
  1525   0.616970E+03   0.146972E+02   0.000000E+00   0.124630E+02   0.328824E-08   0.167002E-05   0.110477E-06
  1526   0.613285E+03   0.148337E+02   0.000000E+00   0.126092E+02   0.328456E-08   0.165841E-05   0.112165E-06
  1527   0.609601E+03   0.149709E+02   0.000000E+00   0.127429E+02   0.328089E-08   0.164669E-05   0.113834E-06
  1528   0.605920E+03   0.151085E+02   0.000000E+00   0.128641E+02   0.327722E-08   0.163486E-05   0.115485E-06
  1529   0.602244E+03   0.152465E+02   0.000000E+00   0.129728E+02   0.327356E-08   0.162293E-05   0.117116E-06
  1530   0.598572E+03   0.153850E+02   0.000000E+00   0.130690E+02   0.326990E-08   0.161091E-05   0.118728E-06
  1531   0.594906E+03   0.155237E+02   0.000000E+00   0.131527E+02   0.326625E-08   0.159879E-05   0.120321E-06
  1532   0.591246E+03   0.156627E+02   0.000000E+00   0.132240E+02   0.326261E-08   0.158659E-05   0.121895E-06
  1533   0.587595E+03   0.158017E+02   0.000000E+00   0.132829E+02   0.325897E-08   0.157431E-05   0.123449E-06
  1534   0.583951E+03   0.159409E+02   0.000000E+00   0.133295E+02   0.325533E-08   0.156195E-05   0.124984E-06
  1535   0.580317E+03   0.160802E+02   0.000000E+00   0.133637E+02   0.325171E-08   0.154952E-05   0.126500E-06
  1536   0.576693E+03   0.162194E+02   0.000000E+00   0.133856E+02   0.324809E-08   0.153702E-05   0.127996E-06
  1537   0.573078E+03   0.163585E+02   0.000000E+00   0.133953E+02   0.324447E-08   0.152446E-05   0.129473E-06
  1538   0.569477E+03   0.164975E+02   0.000000E+00   0.133928E+02   0.324087E-08   0.151184E-05   0.130930E-06
  1539   0.565888E+03   0.166362E+02   0.000000E+00   0.133782E+02   0.323726E-08   0.149918E-05   0.132367E-06
  1540   0.562312E+03   0.167746E+02   0.000000E+00   0.133516E+02   0.323367E-08   0.148646E-05   0.133785E-06
  1541   0.558751E+03   0.169127E+02   0.000000E+00   0.133130E+02   0.323008E-08   0.147370E-05   0.135183E-06
  1542   0.555206E+03   0.170504E+02   0.000000E+00   0.132625E+02   0.322649E-08   0.146090E-05   0.136561E-06
  1543   0.551677E+03   0.171876E+02   0.000000E+00   0.132003E+02   0.322291E-08   0.144807E-05   0.137919E-06
  1544   0.548165E+03   0.173243E+02   0.000000E+00   0.131264E+02   0.321934E-08   0.143522E-05   0.139257E-06
  1545   0.544671E+03   0.174603E+02   0.000000E+00   0.130410E+02   0.321577E-08   0.142234E-05   0.140575E-06
  1546   0.541196E+03   0.175957E+02   0.000000E+00   0.129440E+02   0.321221E-08   0.140944E-05   0.141873E-06
  1547   0.537741E+03   0.177304E+02   0.000000E+00   0.128356E+02   0.320866E-08   0.139652E-05   0.143151E-06
  1548   0.534306E+03   0.178644E+02   0.000000E+00   0.127159E+02   0.320511E-08   0.138360E-05   0.144409E-06
  1549   0.530892E+03   0.179975E+02   0.000000E+00   0.125850E+02   0.320157E-08   0.137068E-05   0.145647E-06
  1550   0.527500E+03   0.181296E+02   0.000000E+00   0.124429E+02   0.319803E-08   0.135776E-05   0.146864E-06
  1551   0.524130E+03   0.182608E+02   0.000000E+00   0.122899E+02   0.319450E-08   0.134484E-05   0.148061E-06
  1552   0.520783E+03   0.183910E+02   0.000000E+00   0.121260E+02   0.319097E-08   0.133193E-05   0.149237E-06
  1553   0.517460E+03   0.185201E+02   0.000000E+00   0.119513E+02   0.318745E-08   0.131903E-05   0.150393E-06
  1554   0.514162E+03   0.186481E+02   0.000000E+00   0.117660E+02   0.318394E-08   0.130614E-05   0.151528E-06
  1555   0.510889E+03   0.187748E+02   0.000000E+00   0.115702E+02   0.318043E-08   0.129327E-05   0.152644E-06
  1556   0.507642E+03   0.189004E+02   0.000000E+00   0.113640E+02   0.317692E-08   0.128041E-05   0.153738E-06
  1557   0.504421E+03   0.190247E+02   0.000000E+00   0.111477E+02   0.317343E-08   0.126757E-05   0.154813E-06
  1558   0.501228E+03   0.191475E+02   0.000000E+00   0.109212E+02   0.316994E-08   0.125475E-05   0.155866E-06
  1559   0.498064E+03   0.192690E+02   0.000000E+00   0.106849E+02   0.316645E-08   0.124195E-05   0.156900E-06
  1560   0.494927E+03   0.193891E+02   0.000000E+00   0.104387E+02   0.316297E-08   0.122918E-05   0.157913E-06
  1561   0.491820E+03   0.195076E+02   0.000000E+00   0.101830E+02   0.315950E-08   0.121643E-05   0.158905E-06
  1562   0.488743E+03   0.196246E+02   0.000000E+00   0.991785E+01   0.315603E-08   0.120370E-05   0.159877E-06
  1563   0.485696E+03   0.197400E+02   0.000000E+00   0.964339E+01   0.315257E-08   0.119101E-05   0.160828E-06
  1564   0.482681E+03   0.198538E+02   0.000000E+00   0.935979E+01   0.314911E-08   0.117834E-05   0.161759E-06
  1565   0.479697E+03   0.199658E+02   0.000000E+00   0.906729E+01   0.314566E-08   0.116571E-05   0.162670E-06
  1566   0.476746E+03   0.200761E+02   0.000000E+00   0.876596E+01   0.314221E-08   0.115312E-05   0.163560E-06
  1567   0.473827E+03   0.201847E+02   0.000000E+00   0.845602E+01   0.313877E-08   0.114056E-05   0.164429E-06
  1568   0.470941E+03   0.202914E+02   0.000000E+00   0.813754E+01   0.313534E-08   0.112803E-05   0.165278E-06
  1569   0.468090E+03   0.203962E+02   0.000000E+00   0.781083E+01   0.313191E-08   0.111555E-05   0.166106E-06
  1570   0.465272E+03   0.204991E+02   0.000000E+00   0.747603E+01   0.312848E-08   0.110311E-05   0.166914E-06
  1571   0.462490E+03   0.205999E+02   0.000000E+00   0.713325E+01   0.312507E-08   0.109072E-05   0.167701E-06
  1572   0.459741E+03   0.206988E+02   0.000000E+00   0.678268E+01   0.312165E-08   0.107837E-05   0.168467E-06
  1573   0.457029E+03   0.207957E+02   0.000000E+00   0.642453E+01   0.311825E-08   0.106607E-05   0.169213E-06
  1574   0.454353E+03   0.208903E+02   0.000000E+00   0.605902E+01   0.311484E-08   0.105382E-05   0.169938E-06
  1575   0.451713E+03   0.209829E+02   0.000000E+00   0.568633E+01   0.311145E-08   0.104162E-05   0.170643E-06
  1576   0.449110E+03   0.210733E+02   0.000000E+00   0.530669E+01   0.310806E-08   0.102948E-05   0.171327E-06
  1577   0.446545E+03   0.211615E+02   0.000000E+00   0.492028E+01   0.310467E-08   0.101739E-05   0.171991E-06
  1578   0.444018E+03   0.212476E+02   0.000000E+00   0.452734E+01   0.310129E-08   0.100536E-05   0.172634E-06
  1579   0.441529E+03   0.213313E+02   0.000000E+00   0.412806E+01   0.309792E-08   0.993387E-06   0.173256E-06
  1580   0.439078E+03   0.214127E+02   0.000000E+00   0.372262E+01   0.309455E-08   0.981476E-06   0.173857E-06
  1581   0.436667E+03   0.214919E+02   0.000000E+00   0.331123E+01   0.309119E-08   0.969629E-06   0.174438E-06
  1582   0.434295E+03   0.215687E+02   0.000000E+00   0.289408E+01   0.308783E-08   0.957847E-06   0.174998E-06
  1583   0.431962E+03   0.216430E+02   0.000000E+00   0.247135E+01   0.308448E-08   0.946132E-06   0.175538E-06
  1584   0.429669E+03   0.217150E+02   0.000000E+00   0.204325E+01   0.308113E-08   0.934486E-06   0.176057E-06
  1585   0.427415E+03   0.217845E+02   0.000000E+00   0.160996E+01   0.307779E-08   0.922911E-06   0.176555E-06
  1586   0.425202E+03   0.218515E+02   0.000000E+00   0.117168E+01   0.307446E-08   0.911409E-06   0.177032E-06
  1587   0.423029E+03   0.219160E+02   0.000000E+00   0.728609E+00   0.307113E-08   0.899981E-06   0.177489E-06
  1588   0.420896E+03   0.219779E+02   0.000000E+00   0.280965E+00   0.306780E-08   0.888630E-06   0.177924E-06
  1589   0.418804E+03   0.220372E+02   0.000000E+00  -0.171052E+00   0.306448E-08   0.877358E-06   0.178340E-06
  1590   0.416753E+03   0.220940E+02   0.000000E+00  -0.627233E+00   0.306117E-08   0.866166E-06   0.178734E-06
  1591   0.414743E+03   0.221482E+02   0.000000E+00  -0.108737E+01   0.305786E-08   0.855056E-06   0.179108E-06
  1592   0.412775E+03   0.221996E+02   0.000000E+00  -0.155125E+01   0.305456E-08   0.844030E-06   0.179461E-06
  1593   0.410847E+03   0.222484E+02   0.000000E+00  -0.201867E+01   0.305126E-08   0.833091E-06   0.179793E-06
  1594   0.408961E+03   0.222946E+02   0.000000E+00  -0.248942E+01   0.304797E-08   0.822240E-06   0.180104E-06
  1595   0.407117E+03   0.223380E+02   0.000000E+00  -0.296328E+01   0.304468E-08   0.811478E-06   0.180394E-06
  1596   0.405313E+03   0.223787E+02   0.000000E+00  -0.344004E+01   0.304139E-08   0.800809E-06   0.180664E-06
  1597   0.403552E+03   0.224166E+02   0.000000E+00  -0.391950E+01   0.303812E-08   0.790233E-06   0.180913E-06
  1598   0.401832E+03   0.224518E+02   0.000000E+00  -0.440143E+01   0.303485E-08   0.779753E-06   0.181141E-06
  1599   0.400154E+03   0.224843E+02   0.000000E+00  -0.488562E+01   0.303158E-08   0.769370E-06   0.181348E-06
  1600   0.398518E+03   0.225139E+02   0.000000E+00  -0.537187E+01   0.302832E-08   0.759087E-06   0.181535E-06
  1601   0.396923E+03   0.225408E+02   0.000000E+00  -0.585996E+01   0.302506E-08   0.748905E-06   0.181700E-06
  1602   0.395370E+03   0.225649E+02   0.000000E+00  -0.634971E+01   0.302181E-08   0.738826E-06   0.181845E-06
  1603   0.393858E+03   0.225861E+02   0.000000E+00  -0.684090E+01   0.301857E-08   0.728850E-06   0.181969E-06
  1604   0.392388E+03   0.226045E+02   0.000000E+00  -0.733334E+01   0.301533E-08   0.718978E-06   0.182073E-06
  1605   0.390960E+03   0.226200E+02   0.000000E+00  -0.782684E+01   0.301209E-08   0.709211E-06   0.182156E-06
  1606   0.389572E+03   0.226327E+02   0.000000E+00  -0.832118E+01   0.300886E-08   0.699551E-06   0.182220E-06
  1607   0.388226E+03   0.226426E+02   0.000000E+00  -0.881609E+01   0.300564E-08   0.689998E-06   0.182263E-06
  1608   0.386921E+03   0.226495E+02   0.000000E+00  -0.931152E+01   0.300242E-08   0.680554E-06   0.182286E-06
  1609   0.385657E+03   0.226535E+02   0.000000E+00  -0.980708E+01   0.299920E-08   0.671219E-06   0.182290E-06
  1610   0.384434E+03   0.226547E+02   0.000000E+00  -0.103027E+02   0.299599E-08   0.661994E-06   0.182273E-06
  1611   0.383251E+03   0.226531E+02   0.000000E+00  -0.107980E+02   0.299279E-08   0.652880E-06   0.182238E-06
  1612   0.382109E+03   0.226487E+02   0.000000E+00  -0.112929E+02   0.298959E-08   0.643879E-06   0.182182E-06
  1613   0.381008E+03   0.226414E+02   0.000000E+00  -0.117872E+02   0.298639E-08   0.634991E-06   0.182108E-06
  1614   0.379946E+03   0.226314E+02   0.000000E+00  -0.122805E+02   0.298320E-08   0.626217E-06   0.182015E-06
  1615   0.378925E+03   0.226186E+02   0.000000E+00  -0.127728E+02   0.298002E-08   0.617559E-06   0.181902E-06
  1616   0.377944E+03   0.226030E+02   0.000000E+00  -0.132639E+02   0.297684E-08   0.609017E-06   0.181771E-06
  1617   0.377002E+03   0.225846E+02   0.000000E+00  -0.137535E+02   0.297367E-08   0.600592E-06   0.181620E-06
  1618   0.376099E+03   0.225634E+02   0.000000E+00  -0.142415E+02   0.297050E-08   0.592285E-06   0.181452E-06
  1619   0.375235E+03   0.225394E+02   0.000000E+00  -0.147277E+02   0.296734E-08   0.584098E-06   0.181265E-06
  1620   0.374410E+03   0.225128E+02   0.000000E+00  -0.152117E+02   0.296418E-08   0.576030E-06   0.181059E-06
  1621   0.373623E+03   0.224832E+02   0.000000E+00  -0.156937E+02   0.296102E-08   0.568085E-06   0.180835E-06
  1622   0.372874E+03   0.224510E+02   0.000000E+00  -0.161732E+02   0.295788E-08   0.560261E-06   0.180593E-06
  1623   0.372163E+03   0.224160E+02   0.000000E+00  -0.166502E+02   0.295473E-08   0.552561E-06   0.180334E-06
  1624   0.371489E+03   0.223783E+02   0.000000E+00  -0.171244E+02   0.295159E-08   0.544984E-06   0.180056E-06
  1625   0.370853E+03   0.223379E+02   0.000000E+00  -0.175956E+02   0.294846E-08   0.537533E-06   0.179761E-06
  1626   0.370253E+03   0.222949E+02   0.000000E+00  -0.180637E+02   0.294533E-08   0.530208E-06   0.179448E-06
  1627   0.369689E+03   0.222492E+02   0.000000E+00  -0.185285E+02   0.294221E-08   0.523011E-06   0.179118E-06
  1628   0.369162E+03   0.222008E+02   0.000000E+00  -0.189897E+02   0.293909E-08   0.515941E-06   0.178770E-06
  1629   0.368670E+03   0.221499E+02   0.000000E+00  -0.194473E+02   0.293598E-08   0.509001E-06   0.178406E-06
  1630   0.368213E+03   0.220962E+02   0.000000E+00  -0.199009E+02   0.293287E-08   0.502191E-06   0.178024E-06
  1631   0.367790E+03   0.220401E+02   0.000000E+00  -0.203506E+02   0.292976E-08   0.495512E-06   0.177626E-06
  1632   0.367402E+03   0.219814E+02   0.000000E+00  -0.207961E+02   0.292666E-08   0.488966E-06   0.177211E-06
  1633   0.367048E+03   0.219201E+02   0.000000E+00  -0.212373E+02   0.292357E-08   0.482552E-06   0.176779E-06
  1634   0.366727E+03   0.218563E+02   0.000000E+00  -0.216739E+02   0.292048E-08   0.476273E-06   0.176330E-06
  1635   0.366439E+03   0.217899E+02   0.000000E+00  -0.221059E+02   0.291740E-08   0.470128E-06   0.175866E-06
  1636   0.366184E+03   0.217211E+02   0.000000E+00  -0.225330E+02   0.291432E-08   0.464120E-06   0.175385E-06
  1637   0.365960E+03   0.216498E+02   0.000000E+00  -0.229551E+02   0.291124E-08   0.458249E-06   0.174888E-06
  1638   0.365768E+03   0.215761E+02   0.000000E+00  -0.233721E+02   0.290818E-08   0.452516E-06   0.174375E-06
  1639   0.365607E+03   0.215000E+02   0.000000E+00  -0.237838E+02   0.290511E-08   0.446923E-06   0.173846E-06
  1640   0.365477E+03   0.214216E+02   0.000000E+00  -0.241901E+02   0.290205E-08   0.441469E-06   0.173302E-06
  1641   0.365376E+03   0.213408E+02   0.000000E+00  -0.245908E+02   0.289900E-08   0.436157E-06   0.172742E-06
  1642   0.365305E+03   0.212578E+02   0.000000E+00  -0.249857E+02   0.289595E-08   0.430986E-06   0.172166E-06
  1643   0.365263E+03   0.211726E+02   0.000000E+00  -0.253749E+02   0.289290E-08   0.425959E-06   0.171576E-06
  1644   0.365250E+03   0.210851E+02   0.000000E+00  -0.257580E+02   0.288986E-08   0.421076E-06   0.170970E-06
  1645   0.365264E+03   0.209955E+02   0.000000E+00  -0.261349E+02   0.288683E-08   0.416338E-06   0.170349E-06
  1646   0.365305E+03   0.209037E+02   0.000000E+00  -0.265057E+02   0.288379E-08   0.411746E-06   0.169713E-06
  1647   0.365374E+03   0.208098E+02   0.000000E+00  -0.268701E+02   0.288077E-08   0.407301E-06   0.169063E-06
  1648   0.365468E+03   0.207138E+02   0.000000E+00  -0.272279E+02   0.287775E-08   0.403004E-06   0.168398E-06
  1649   0.365588E+03   0.206157E+02   0.000000E+00  -0.275791E+02   0.287473E-08   0.398856E-06   0.167718E-06
  1650   0.365733E+03   0.205155E+02   0.000000E+00  -0.279235E+02   0.287172E-08   0.394858E-06   0.167024E-06
  1651   0.365903E+03   0.204134E+02   0.000000E+00  -0.282611E+02   0.286871E-08   0.391012E-06   0.166316E-06
  1652   0.366096E+03   0.203093E+02   0.000000E+00  -0.285918E+02   0.286571E-08   0.387317E-06   0.165594E-06
  1653   0.366312E+03   0.202034E+02   0.000000E+00  -0.289154E+02   0.286271E-08   0.383774E-06   0.164857E-06
  1654   0.366552E+03   0.200955E+02   0.000000E+00  -0.292318E+02   0.285972E-08   0.380384E-06   0.164107E-06
  1655   0.366813E+03   0.199858E+02   0.000000E+00  -0.295410E+02   0.285673E-08   0.377147E-06   0.163343E-06
  1656   0.367095E+03   0.198743E+02   0.000000E+00  -0.298429E+02   0.285375E-08   0.374064E-06   0.162565E-06
  1657   0.367399E+03   0.197612E+02   0.000000E+00  -0.301373E+02   0.285077E-08   0.371136E-06   0.161773E-06
  1658   0.367722E+03   0.196462E+02   0.000000E+00  -0.304242E+02   0.284780E-08   0.368363E-06   0.160968E-06
  1659   0.368066E+03   0.195296E+02   0.000000E+00  -0.307035E+02   0.284483E-08   0.365746E-06   0.160149E-06
  1660   0.368428E+03   0.194115E+02   0.000000E+00  -0.309751E+02   0.284186E-08   0.363285E-06   0.159317E-06
  1661   0.368808E+03   0.192917E+02   0.000000E+00  -0.312391E+02   0.283890E-08   0.360981E-06   0.158471E-06
  1662   0.369206E+03   0.191705E+02   0.000000E+00  -0.314951E+02   0.283595E-08   0.358834E-06   0.157613E-06
  1663   0.369621E+03   0.190477E+02   0.000000E+00  -0.317433E+02   0.283300E-08   0.356846E-06   0.156741E-06
  1664   0.370053E+03   0.189236E+02   0.000000E+00  -0.319836E+02   0.283005E-08   0.355017E-06   0.155856E-06
  1665   0.370500E+03   0.187980E+02   0.000000E+00  -0.322158E+02   0.282711E-08   0.353346E-06   0.154958E-06
